CODE,NAME,TOT_P,SANITATION TECH.
8118,Drag Tanga,354,FSM
8119,Barwalah,1228,SEWREGE
8120,Kunel,564,FSM
8121,Rasri Pora,854,FSM
8122,Malgam,0,FSM
8123,Sheka Pora,267,FSM
8124,Nakhi Pora Bata Pora,1027,SEWREGE
8125,Bamlina,270,FSM
8126,Sonian Saidnar,840,FSM
8127,Drungsu Shhnagri,954,FSM
8128,Thuker Pora (Thaka Pora),227,FSM
8129,Wajhama,661,FSM
8130,Muqam Handwan Pora,386,FSM
8131,Nawgam,2245,DWARTS
8132,Wara Pora,344,FSM
8133,Fider Pora,829,FSM
8134,Revil,2039,DWARTS
8135,Fagi Pora,140,FSM
8136,Sanzi Pora Kutlari,1205,SEWREGE
8137,Bena Hama,1355,SEWREGE
8138,Manchan Pora,447,FSM
8139,Ham Pora,900,FSM
8140,Gotli Bagh,796,FSM
8141,Dalri,237,FSM
8142,Sare Para Budan,1603,SEWREGE
8143,Pari Pora,888,FSM
8144,Kij Parah,516,FSM
8145,Renan,587,FSM
8146,Kosum Bagh (Hakbara),3631,DWARTS
8147,Chaka Poran,91,FSM
8148,Seen,352,FSM
8149,Pala  Pora,781,FSM
8150,Khai Pora,841,FSM
8151,Ash Pora,1459,SEWREGE
8152,Hardo Panzin,963,FSM
8153,Zethan,659,FSM
8154,Wail,7069,DWARTS
8155,Kachlu Qazi Pora,1361,SEWREGE
8156,Otingru,255,FSM
8157,Bahar Abad (Amcha Kundal),4352,DWARTS
8158,Kangan,4027,DWARTS
8159,Chij Hama,2159,DWARTS
8160,Khudi,590,FSM
8161,Mangwal Pora,322,FSM
8162,Wangam,340,FSM
8163,Krala Pora,830,FSM
8164,Chatusa,672,FSM
8165,Satrina,82,FSM
8166,Panzala Gund Bal,1549,SEWREGE
8167,Gund Sarsingh,2772,DWARTS
8168,Reshi Pora,621,FSM
8169,Rawal Pora,918,FSM
8170,Kartar Garh,754,FSM
8171,Khushi Pora,828,FSM
8172,Terina  Tantri Gund,745,FSM
8173,Bagh Mahanand,418,FSM
8174,Achha Bal,5858,DWARTS
8175,Shil Thra,283,FSM
8176,Budha Bug,448,FSM
8177,Vij Pora,2589,DWARTS
8178,Badrah,920,FSM
8179,Wan Pora,550,FSM
8180,Bagh Zaman Ganai,131,FSM
8181,Najwan Nilah,601,FSM
8182,Fraw Haknar,2448,DWARTS
8183,Jahama,679,FSM
8184,Dachan Pora,464,FSM
8185,Pazi Pora,163,FSM
8186,Renga  Path,1380,SEWREGE
8187,Harel,1975,SEWREGE
8188,Patusa,1001,SEWREGE
8189,Pakhwara,272,FSM
8190,Dedar Pora,1109,SEWREGE
8191,Ruhama,4954,DWARTS
8192,Gund Razak,325,FSM
8193,Chiva,2360,DWARTS
8194,Darabal Bala,211,FSM
8195,Kungrusa,794,FSM
8196,Darabal Pain,368,FSM
8197,Tanga Mula,551,FSM
8198,Khawar Ware,212,FSM
8199,Shihil Pora,143,FSM
8200,Forest Block,7343,DWARTS
8201,Pazwal Pora,508,FSM
8202,Haider Mari,115,FSM
8203,Safal Pora,456,FSM
8204,Wata Lar,2824,DWARTS
8205,Gund Bun,1491,SEWREGE
8206,Cheerwan,2347,DWARTS
8207,Logriwal Pora,413,FSM
8208,Sheikh Pora,600,FSM
8209,Qasba Lar,2539,DWARTS
8210,Ahanger Pora,135,FSM
8211,Ludura,3286,DWARTS
8212,Tarazuea,6530,DWARTS
8213,Huma Dub,276,FSM
8214,Mar Gund,1284,SEWREGE
8215,Duda Kuhl,167,FSM
8216,Chanthan Gulab Pora,1463,SEWREGE
8217,Gundi Jahangir,2909,DWARTS
8218,Dazna,294,FSM
8219,Bata Pora Najar,215,FSM
8220,Feroz Pora,1063,SEWREGE
8221,Dara Nambal,1690,SEWREGE
8222,Akhal,3059,DWARTS
8223,Lohikot,488,FSM
8224,Bandi,585,FSM
8225,Mana Bal,417,FSM
8226,Trega Pora,821,FSM
8227,Hunru,502,FSM
8228,Sumbal Bala,1652,SEWREGE
8229,Pahli Pora,2415,DWARTS
8230,Shoga Pora,275,FSM
8231,Zani Pora,444,FSM
8232,Satrina,997,FSM
8233,Urpash,1939,SEWREGE
8234,Chapper Gund,184,FSM
8235,Nawgam,353,FSM
8236,Tangchatir,228,FSM
8237,Seer Jagir,8849,DWARTS
8238,Now Pora Hamal,120,FSM
8239,Balhama Thakan Pora,1392,SEWREGE
8240,Maz Bug,1583,SEWREGE
8241,Rapore,2397,DWARTS
8242,Safa Pora,7792,DWARTS
8243,Sadi Pora,400,FSM
8244,Duni Wari,174,FSM
8245,Arch,1356,SEWREGE
8246,Nuner,2795,DWARTS
8247,Kitar Daji,260,FSM
8248,Hamam,245,FSM
8249,Gulshan Pora (Markunda),1936,SEWREGE
8250,Thune,3529,DWARTS
8251,Watal Bag,923,FSM
8252,Push Wari,1824,SEWREGE
8253,Ludhu Lodura,993,FSM
8254,Gundi Balakh,177,FSM
8255,Babosi Pora,478,FSM
8256,Sadat Pora (Naid Khi),7278,DWARTS
8257,Gulab Bagh (Pater Molla),871,FSM
8258,Mamer,2435,DWARTS
8259,Hardo Murad Abad,123,FSM
8260,Hari Ganiwan,5000,DWARTS
8261,Wond Hama,492,FSM
8262,Yan Goora,4110,DWARTS
8263,Asham,3811,DWARTS
8264,Markote,158,FSM
8265,Gund Ramzan,146,FSM
8266,Hayan Palpora,2179,DWARTS
8267,Gund Bakir,156,FSM
8268,Shitlu,2543,DWARTS
8269,Rangdum,284,FSM
8270,Dilna,6847,DWARTS
8271,Forest Block,1042,SEWREGE
8272,Syal Kot,1034,SEWREGE
8273,Naid Hal,5962,DWARTS
8274,Khrani Hama,1011,SEWREGE
8275,Khusual Pora (Chinar Bitchri Gund),1089,SEWREGE
8276,Sadra Bagh,314,FSM
8277,Sarich Chodri Bagh,1099,SEWREGE
8278,Chashma Manasbal,472,FSM
8279,Haigam,5297,DWARTS
8280,Kitru Nari Bal,695,FSM
8281,Kani Pora,987,FSM
8282,Bardala,507,FSM
8283,Kalander Pora (Wank,1218,SEWREGE
8284,Soraf Raw,2472,DWARTS
8285,Hilal Abad (Nisbal),3694,DWARTS
8286,Barsoo,1502,SEWREGE
8287,Sherwani Abad (Bener Kashdura),3012,DWARTS
8288,Latiwaza,289,FSM
8289,Krank Shivan,2752,DWARTS
8290,Brana Dab,1394,SEWREGE
8291,Sumbal,10655,DWARTS
8292,Bandi Bagh,258,FSM
8293,Maqbool Abad (Ohlitra),1372,SEWREGE
8294,Ladi Angan,287,FSM
8295,Rakh Haigam,1779,SEWREGE
8296,Yechi Hama,910,FSM
8297,Danger Pora,458,FSM
8298,Badhra Kund,1326,SEWREGE
8299,Kur Hama,2127,DWARTS
8300,Thuru,1392,SEWREGE
8301,Mala Pora,678,FSM
8302,Ganderbal (NAC),13721,DWARTS
8303,Daraduder,621,FSM
8304,Panji Pora,1306,SEWREGE
8305,Ahan,685,FSM
8306,Wagul,2087,DWARTS
8307,Chaklu,3200,DWARTS
8308,Braman,1492,SEWREGE
8309,Shah Pora,579,FSM
8310,Jahama,1795,SEWREGE
8311,Tanga Pora,403,FSM
8312,Khah Moh,1728,SEWREGE
8313,Lalad,1439,SEWREGE
8314,Wahid Pora,1041,SEWREGE
8315,Sangrama,2566,DWARTS
8316,Khan Pora,294,FSM
8317,Rakh Rabitar,92,FSM
8318,Chak Haigam,176,FSM
8319,Zazna,1064,SEWREGE
8320,Badam Pora,672,FSM
8321,Tulmulla,5410,DWARTS
8322,Baba Dariya Din,357,FSM
8323,Was Kora,1043,SEWREGE
8324,Baramula,61830,DWARTS
8325,Gali Bal,46,FSM
8326,Tramba Gund,766,FSM
8327,Nawab Bag,471,FSM
8328,Watal Hanji,432,FSM
8329,Zal Pora,1596,SEWREGE
8330,Pathu Kah Muqam,1440,SEWREGE
8331,Chhuru,695,FSM
8332,Bulagam,1493,SEWREGE
8333,Batvena,3039,DWARTS
8334,Sultan Pora Khai,6720,DWARTS
8335,Khar Bagh,409,FSM
8336,Rangil,1497,SEWREGE
8337,Nowpora Jagir,3672,DWARTS
8338,Rakh Shilvat,2997,DWARTS
8339,Wakura,3225,DWARTS
8340,Malshahi Bagh,940,FSM
8341,Puna Cheter,286,FSM
8342,Renji,1964,SEWREGE
8343,Gund Nowgam,1498,SEWREGE
8344,Saloora,2248,DWARTS
8345,Forest Block,0,FSM
8346,Sheikh Zoo,532,FSM
8347,Nowgam,4729,DWARTS
8348,Rakh Sultan Pora,1818,SEWREGE
8349,Chanda Kot,728,FSM
8350,Pochanag,718,FSM
8351,Hamray(Hamari),1419,SEWREGE
8352,Zari Gund,102,FSM
8353,Faqir Gujri,1238,SEWREGE
8354,Indir Gam,2928,DWARTS
8355,Koka Gund,200,FSM
8356,Chaku,825,FSM
8357,Bochu,1569,SEWREGE
8358,Goza Hama,563,FSM
8359,Kujar,849,FSM
8360,Dev Pora,601,FSM
8361,Loli Pora,1403,SEWREGE
8362,Rakhi Kujer,0,FSM
8363,Haji Bal,475,FSM
8364,Darend,659,FSM
8365,Nag Bal,146,FSM
8366,Gamwara,191,FSM
8367,Shuhama,1278,SEWREGE
8368,Koreg Domarag,1199,SEWREGE
8369,Singh Pora Kalan,2355,DWARTS
8370,Seh Pora,1774,SEWREGE
8371,Rabitar Gund Roshan Ghat,248,FSM
8372,Takya Sangi Reshi,202,FSM
8373,Gund Chander Hama,84,FSM
8374,Gosha Bugh,3125,DWARTS
8375,Khal Mulla,2363,DWARTS
8376,Wara Pahu,741,FSM
8377,Reshi Pora (Othura),2633,DWARTS
8378,Bat Pora Dab,604,FSM
8379,Shilvat,2487,DWARTS
8380,Srinagar (MC+OG) (Part),898440,DWARTS
8381,Taper Wari Pora,4339,DWARTS
8382,Tul Mulla Ghat,0,FSM
8383,Hadorah,550,FSM
8384,Khimber,2046,DWARTS
8385,Dab,2428,DWARTS
8386,Gund Momin,899,FSM
8387,Minj Gram,1058,SEWREGE
8388,Buser Bug,450,FSM
8389,Pal Pora (Pati Pala Pora),731,FSM
8390,Rabtar Gundi Roshan,1711,SEWREGE
8391,Jahangir Pora (Shalaqa Wara),2080,DWARTS
8392,Ganstan,3338,DWARTS
8393,Said Pora Bala,1286,SEWREGE
8394,Dara,2669,DWARTS
8395,Hakim Gund,402,FSM
8396,Mayan,645,FSM
8397,Zehem Pora,1937,SEWREGE
8398,Kathal Hil Patribal,1115,SEWREGE
8399,Aglar,1205,SEWREGE
8400,Bakra,1619,SEWREGE
8401,Baghi Dab,5,FSM
8402,Shadi Pora,1443,SEWREGE
8403,Khamiyar,1073,SEWREGE
8404,Malik Pora,442,FSM
8405,Salusa,1870,SEWREGE
8406,Nagnari,1277,SEWREGE
8407,Chhatra Hama,2483,DWARTS
8408,Hat Barah,733,FSM
8409,Khadaniar,1588,SEWREGE
8410,Najin,1157,SEWREGE
8411,Harran,1422,SEWREGE
8412,Wanigam Bala,1355,SEWREGE
8413,Nelopher (Nilah),510,FSM
8414,Inder  Hama,581,FSM
8415,Gada Khud,2319,DWARTS
8416,Gogji Gund,391,FSM
8417,Sheerwani Pora (Lachi Pora),3421,DWARTS
8418,Chander Hama,1474,SEWREGE
8419,Usan Khai,2274,DWARTS
8420,Dawlat Pora (Dom Pora Donga Dara),1297,SEWREGE
8421,Behram Pora Kun Gandara,0,FSM
8422,Narayan Bagh,569,FSM
8423,Naji But,835,FSM
8424,Gund Khalil,1528,SEWREGE
8425,Jalsheri,1463,SEWREGE
8426,Pahli Pora,2787,DWARTS
8427,Wani Gam Pain,1971,SEWREGE
8428,Wani Hama Bala,238,FSM
8429,Kastori Pora,277,FSM
8430,Karewa Kreri,224,FSM
8431,Rakh Harran,586,FSM
8432,Chandina Deh Nowabad,949,FSM
8433,Gund Rahman,743,FSM
8434,Heewen,3535,DWARTS
8435,Chandera Seer,872,FSM
8436,Ahal,186,FSM
8437,Gadra,863,FSM
8438,Wagura,3148,DWARTS
8439,Sarai Danger Pora,3834,DWARTS
8440,Muqam Piran,302,FSM
8441,Murandar  Bagh,1071,SEWREGE
8442,Tirgam,3261,DWARTS
8443,Wizar,1801,SEWREGE
8444,Tilagam,3259,DWARTS
8445,Khai Tangan,2135,DWARTS
8446,Hail Jagir,1098,SEWREGE
8447,Katian Wali,1111,SEWREGE
8448,Nisbal Ghat,76,FSM
8449,Shalla Bug,3421,DWARTS
8450,Sheern Abad (Sheri Narawaw),3129,DWARTS
8451,Said Pora Hamchi,274,FSM
8452,Limber,3361,DWARTS
8453,Brari Pora,627,FSM
8454,Mulanar,275,FSM
8455,Shilvat Ghat,34,FSM
8456,Peernian,467,FSM
8457,Palhallan,11773,DWARTS
8458,Mufti Bagh,673,FSM
8459,Khushal Pora (Rakhi Buran),496,FSM
8460,Gund Ibrahim,1304,SEWREGE
8461,Wangi Pora,64,FSM
8462,Rakh Dosli Pora,2214,DWARTS
8463,Dard Pora,498,FSM
8464,Dani Hama,447,FSM
8465,Ijara,1451,SEWREGE
8466,Bimyar,2021,DWARTS
8467,Wani Hama Pain,1174,SEWREGE
8468,Burza Hama,398,FSM
8469,Kreri,3582,DWARTS
8470,Thindama,810,FSM
8471,Siri Hari Gund Ghat,796,FSM
8472,Paki Pora,560,FSM
8473,Salamabad Dachhna,2828,DWARTS
8474,Jagiyar,1356,SEWREGE
8475,Gundari Pora,358,FSM
8476,Gassu,1110,SEWREGE
8477,Bagnah Noor Khah,2966,DWARTS
8478,Chander Gair Ghat,553,FSM
8479,Malik Pora,544,FSM
8480,Srinagar (MC+OG) (Part),898440,DWARTS
8481,Gohan Lari Jungle,766,FSM
8482,Biji Hama,1955,SEWREGE
8483,Girda Nawah,794,FSM
8484,Mohammad Pora,1194,SEWREGE
8485,Ganta Moola Pain,1106,SEWREGE
8486,Khargam,516,FSM
8487,Hajin Ghat,92,FSM
8488,Mirher,553,FSM
8489,Wahi Gund,625,FSM
8490,Odina,3589,DWARTS
8491,Khise Pora,603,FSM
8492,Wahdat Pora (Huda Pora),1086,SEWREGE
8493,Durahama,619,FSM
8494,Gundi Jahangir Ghat,886,FSM
8495,Nalusah,1217,SEWREGE
8496,Wailu Kral Pora,3146,DWARTS
8497,Dusli Pora,1086,SEWREGE
8498,Sachi Pora,278,FSM
8499,Zamzam Pora (Zanda Foran),983,FSM
8500,Daragam,653,FSM
8501,Wari Pora Pain,229,FSM
8502,Takan Wari Pora,1678,SEWREGE
8503,Sumbal Ghat,26,FSM
8504,Mahmood Abad (Frasta Dub),373,FSM
8505,Doli Pora,1028,SEWREGE
8506,Baba Khi Pora,359,FSM
8507,Kitcha Hama,1657,SEWREGE
8508,Harnara,1117,SEWREGE
8509,Pattan,4395,DWARTS
8510,Fatehgadh,2223,DWARTS
8511,Mati Pora,7717,DWARTS
8512,Chandusa,2994,DWARTS
8513,Ganta Moola Bala,1318,SEWREGE
8514,Sudrabal,530,FSM
8515,Khusrag Pora (Amma - Buran),857,FSM
8516,Zamboor Pattan,1055,SEWREGE
8517,Nihal Pora,5549,DWARTS
8518,Watra Gam,1934,SEWREGE
8519,Pringal,625,FSM
8520,Shuch Pal Pora,1302,SEWREGE
8521,Nalai,0,FSM
8522,Hafiz Abad (Wagela),502,FSM
8523,Abdullah Pora (Panj Nara),3043,DWARTS
8524,Forest Block,100,FSM
8525,Harhand Pora,364,FSM
8526,Rasri Pora,515,FSM
8527,Gadwani,355,FSM
8528,Wari Pora Bala,823,FSM
8529,Wari Khah,426,FSM
8530,Weri Nar,172,FSM
8531,Kenchan,497,FSM
8532,Wulraman,846,FSM
8533,Bada Mulla,575,FSM
8534,Latifabad (Khuda Pora),622,FSM
8535,Ranbirgarh Pratapga,3405,DWARTS
8536,Forest Block,2333,DWARTS
8537,Hundi Noweshera,1147,SEWREGE
8538,Bahram Pora,655,FSM
8539,Mana Gam,1634,SEWREGE
8540,Pattan,11355,DWARTS
8541,Frasta Har Tillagam,670,FSM
8542,Khanpeth,1204,SEWREGE
8543,Aithshm Pora (Theth,831,FSM
8544,Seriguo Danger Pora,1928,SEWREGE
8545,Nau Gram,65,FSM
8546,Dewarya Khman Pora,3542,DWARTS
8547,Dhani Saidan,2600,DWARTS
8548,Mira Gund,2805,DWARTS
8549,Dilshad Pora (Donadara),452,FSM
8550,Bali Haran,1180,SEWREGE
8551,Hardu Kamal Koote,2215,DWARTS
8552,Mala Pora,1186,SEWREGE
8553,Hara Treth (Singh Pora),640,FSM
8554,Azad Pora (Theth Mulla Kallan),887,FSM
8555,Bakshi Pora Teng Pora,2233,DWARTS
8556,Kachumuqam,3029,DWARTS
8557,Abraq Pora (Merchamer),2034,DWARTS
8558,Darah Goolan,1139,SEWREGE
8559,Darahu Frasta Wari,761,FSM
8560,Ram Poor,838,FSM
8561,Gund Khawja Kasim,967,FSM
8562,Shumlaran,1087,SEWREGE
8563,Odura,1277,SEWREGE
8564,Chukar,3696,DWARTS
8565,Chollan Kalsan,1696,SEWREGE
8566,Chana Bal,2130,DWARTS
8567,Chahal,117,FSM
8568,Rakh Muj Gund,1485,SEWREGE
8569,Singh Pora,2353,DWARTS
8570,Rahmal Pora (Biyawa),863,FSM
8571,Gingal,2856,DWARTS
8572,Bande,1480,SEWREGE
8573,Uran Bua,1734,SEWREGE
8574,Nowrang (Naraderi),275,FSM
8575,Bulbul Abad (Kawahar),1478,SEWREGE
8576,Hussan Abad (Kanter Bug),810,FSM
8577,Kreshi Bal,1745,SEWREGE
8578,Tangwari Bala,379,FSM
8579,Siri Wara Pora,3268,DWARTS
8580,Badi Uder,464,FSM
8581,Sangam,2334,DWARTS
8582,Sheikh Pora,808,FSM
8583,Ochli Pora,368,FSM
8584,Javind,594,FSM
8585,Sultan Daki,2410,DWARTS
8586,Guri Pora,1622,SEWREGE
8587,Burza Washan,376,FSM
8588,Tangwari Pain,126,FSM
8589,Gulistan (Hardukhel),1352,SEWREGE
8590,Arow,1096,SEWREGE
8591,Sheer Pora Bangil,2965,DWARTS
8592,Shera Pora Gugaran,1072,SEWREGE
8593,Aram Pora,1332,SEWREGE
8594,Pala Pora,2468,DWARTS
8595,Buniyar,1322,SEWREGE
8596,Hanji Wera,7978,DWARTS
8597,Dachi,1273,SEWREGE
8598,Maharaj Pora (Kungam Dara),1838,SEWREGE
8599,Nambalan,1135,SEWREGE
8600,Habaq Tangoo,1197,SEWREGE
8601,Qasba Malmoh,2690,DWARTS
8602,Bodi Bug,1863,SEWREGE
8603,Kandi Barjala,1159,SEWREGE
8604,Paran Pilan,2017,DWARTS
8605,Tari Pora Wansaran,639,FSM
8606,Dwaran,1733,SEWREGE
8607,Malru,1913,SEWREGE
8608,Kalantra Pain,1175,SEWREGE
8609,Chack Charat Ram,486,FSM
8610,Nowlari,2337,DWARTS
8611,Danger Pora,1351,SEWREGE
8612,Harnow Kawachak,753,FSM
8613,Laway Pora,777,FSM
8614,Raj Pora Thandakasi,374,FSM
8615,Rawan Pora,477,FSM
8616,Sheer Abad (Khore),2558,DWARTS
8617,Murantanguari,619,FSM
8618,Lal Pora (Lara Dura),1968,SEWREGE
8619,Wahidana,287,FSM
8620,Forest Block,1624,SEWREGE
8621,Archander Hama,1889,SEWREGE
8622,Kanlu,858,FSM
8623,Kakuthal,1155,SEWREGE
8624,Mughal Pora,529,FSM
8625,Gowhar Pora (Kati Bug),658,FSM
8626,Mohara,1742,SEWREGE
8627,Nangir Pora Mughama,1179,SEWREGE
8628,Shera Pora Telagam,411,FSM
8629,Kalantra Bala,996,FSM
8630,Basgran,913,FSM
8631,Yal,1478,SEWREGE
8632,Khai Pora Payin,735,FSM
8633,Bandi Pain,1513,SEWREGE
8634,Sonim,1027,SEWREGE
8635,Gulbrag (Tetran),224,FSM
8636,Goom Ahmad Pora,3143,DWARTS
8637,Mala Buchan,965,FSM
8638,Chapper,360,FSM
8639,Sulta Pora Kandi,973,FSM
8640,Dundamoh,668,FSM
8641,Manchi Krand,1052,SEWREGE
8642,Tunj  Haran,187,FSM
8643,Tantry Pora,705,FSM
8644,Gund Hassi Bhat,3123,DWARTS
8645,Shadara,828,FSM
8646,Shala Dajan,592,FSM
8647,Shongli Pora,1351,SEWREGE
8648,Kanhama,224,FSM
8649,Anchar (Duga Pora),1066,SEWREGE
8650,Mamoosa,3720,DWARTS
8651,Dulanja,257,FSM
8652,Kharnipora,381,FSM
8653,Kohlina,725,FSM
8654,Turka Batapora,781,FSM
8655,Khai Pora Bala,1051,SEWREGE
8656,Hilad Peernian,772,FSM
8657,Hoom,308,FSM
8658,Paris Pora (Chack Narain Dass),0,FSM
8659,Gagarzoo,797,FSM
8660,Muja Gund Ghat,790,FSM
8661,Nowgam Kandi,917,FSM
8662,Sharif Abad,657,FSM
8663,Bassni Pora,23,FSM
8664,Bata Pora Sagri,270,FSM
8665,Dildar Pora (Chichloora),2818,DWARTS
8666,Hardu Shuru,2395,DWARTS
8667,Meri Pora,297,FSM
8668,Haji Bagh,1788,SEWREGE
8669,Nadir Gund,640,FSM
8670,Utikoo,1517,SEWREGE
8671,Hajibal,3752,DWARTS
8672,Nagbal,592,FSM
8673,Agar Kallan,1132,SEWREGE
8674,Malroo Ghat,536,FSM
8675,Krishama,1134,SEWREGE
8676,Gul Badan (Watal Pora),661,FSM
8677,Tantripora,319,FSM
8678,Nalasar (Nilser),874,FSM
8679,Sozeth Gori Pora,5992,DWARTS
8680,Ramgal,1262,SEWREGE
8681,Duda Bug,1007,SEWREGE
8682,Shala Teng Ghat,257,FSM
8683,Bimna,7179,DWARTS
8684,Bernate,1637,SEWREGE
8685,Burzala,538,FSM
8686,Goigam,1854,SEWREGE
8687,Parim Pora Ghat,56,FSM
8688,Addosa,538,FSM
8689,Haipara,259,FSM
8690,Darweshpora,101,FSM
8691,Nar Bal,2731,DWARTS
8692,Dardkote,1523,SEWREGE
8693,Ati Pora Zikar,609,FSM
8694,Gagar Pora,1459,SEWREGE
8695,Batangi,638,FSM
8696,Kohlar,78,FSM
8697,Dewa Dragar,527,FSM
8698,Chakra,265,FSM
8699,Barn Beat,0,FSM
8700,Isham,1154,SEWREGE
8701,Qamarwari Ghat,37,FSM
8702,Zasapora,190,FSM
8703,Lari Pora,1458,SEWREGE
8704,Pajwal Pora,132,FSM
8705,Takia Yousuf Shah,469,FSM
8706,Pranigam,129,FSM
8707,Rakh Arath,777,FSM
8708,Dewa Bug,1845,SEWREGE
8709,Khamander Pora,466,FSM
8710,Gul Afshan (Mulagam),865,FSM
8711,Now Pora,546,FSM
8712,Said Pora Achhan Ghat,263,FSM
8713,Gul Neelofar ( Kralawat),606,FSM
8714,Wari Pora Bangil,1720,SEWREGE
8715,Kawsa Jagir,3788,DWARTS
8716,Roshan Abad (Pinroo),2504,DWARTS
8717,Hanjik,794,FSM
8718,Lal Pora,6142,DWARTS
8719,Bandi Bala,611,FSM
8720,Forest Block,324,FSM
8721,Ladi,683,FSM
8722,Bakshi Pora Teng Pora Ghat,113,FSM
8723,Gul Sawam (Hardu Ichulu),755,FSM
8724,Ashniji,0,FSM
8725,Ratni Pora Bala,347,FSM
8726,Gulistan,272,FSM
8727,Hajinar Nor,260,FSM
8728,Rawat Pora,547,FSM
8729,Hardu Bani,1206,SEWREGE
8730,Dehramana,3719,DWARTS
8731,Gota Pora,2224,DWARTS
8732,Arath,2716,DWARTS
8733,Hayat Pora,408,FSM
8734,Kawsa Khalisa,4763,DWARTS
8735,Bila Salamabad,358,FSM
8736,Mandlana,779,FSM
8737,Yaru Gund,1111,SEWREGE
8738,Ghar Kote,4285,DWARTS
8739,Gavalata,1240,SEWREGE
8740,Gulbakawali (Kothi Pora),388,FSM
8741,Ranbir Pora,623,FSM
8742,Mala Pora Sangrama,317,FSM
8743,Tara Hama,1655,SEWREGE
8744,Gund Khalil,306,FSM
8745,Shara,273,FSM
8746,Dobang,0,FSM
8747,Gulkhandan (Mulabangil),464,FSM
8748,Pahalgam,6066,DWARTS
8749,Jablah,1598,SEWREGE
8750,Gul Nore(Awa Lawa),495,FSM
8751,Soya Bug,8178,DWARTS
8752,Mazehama,2236,DWARTS
8753,Nambla,6042,DWARTS
8754,Kunzer,1901,SEWREGE
8755,Feelan,0,FSM
8756,Fraslana,898,FSM
8757,Srinagar (MC+OG) (Part),15249,DWARTS
8758,Nawaian Rundan,1118,SEWREGE
8759,Pandit Pora Bala,793,FSM
8760,Nagander,316,FSM
8761,Sonli Pora,322,FSM
8762,Shopri Bagh,127,FSM
8763,Gul Jafar (Bachi Pora),262,FSM
8764,Bathon,663,FSM
8765,Tokal Pora,125,FSM
8766,Hardu Madam,596,FSM
8767,Salam Abad,1126,SEWREGE
8768,Mang Lara,1008,SEWREGE
8769,Lohar Chak,415,FSM
8770,Gulshan (Budi Pora),451,FSM
8771,Uri,4246,DWARTS
8772,Imbarzal Bag (Chandia Bug Nari Khar,204,FSM
8773,Now Pora Pain,352,FSM
8774,Pran Kutran,180,FSM
8775,Bandi Brahmanan,437,FSM
8776,Takia Bata Pora,1161,SEWREGE
8777,Wadwan  Jagir,2729,DWARTS
8778,Hari Utnu,2412,DWARTS
8779,Gund Kawarehama,1146,SEWREGE
8780,Khonmoh,8307,DWARTS
8781,Hurdu Waminu,650,FSM
8782,Gound Magsud,153,FSM
8783,Srinagar (MC+OG) (Part),23553,DWARTS
8784,Goni Pora,1358,SEWREGE
8785,Bichi,485,FSM
8786,Gulrez (Khachi Pora),147,FSM
8787,Chewa,1010,SEWREGE
8788,Marchi Pora,640,FSM
8789,Chak Wazir Punu,254,FSM
8790,Gulfam (Faja Pora),284,FSM
8791,Hea Bag (Gokahama),621,FSM
8792,Kanth Bagh,346,FSM
8793,Gulrang (Gotli Pora),303,FSM
8794,Ratni Pora Payin,293,FSM
8795,Badami Bagh (CB),18923,DWARTS
8796,Sotura,2360,DWARTS
8797,Chak Dewan Badri Nath,514,FSM
8798,Nadigam,704,FSM
8799,Mani Hama,218,FSM
8800,Snoor Kali Pora,1964,SEWREGE
8801,Haker Mula,1009,SEWREGE
8802,Sharai,1295,SEWREGE
8803,Magam (NAC),4312,DWARTS
8804,Gulab Bagh (Reram),1147,SEWREGE
8805,Wara Pora (Wawa Pora),728,FSM
8806,Razi Wan,745,FSM
8807,Badi Pora,261,FSM
8808,Narastan,1142,SEWREGE
8809,Gotru,990,FSM
8810,Bata Pora Kanihama,1610,SEWREGE
8811,Kanwal Bag (Kunchi Pora),658,FSM
8812,Rassoo,2276,DWARTS
8813,Gund Hanjik,20,FSM
8814,Wahab Pora,2050,DWARTS
8815,Dandusa,2128,DWARTS
8816,Kamu Pora,369,FSM
8817,Uri,475,FSM
8818,Gulnar (Druru),1117,SEWREGE
8819,Chata Bug,1006,SEWREGE
8820,Buna Gam,712,FSM
8821,Zawarah,1323,SEWREGE
8822,Kamaho Pora,89,FSM
8823,Gikote,0,FSM
8824,Ship Pora,502,FSM
8825,Soofi Pora,576,FSM
8826,Taj Pora (Osan Bangil),1806,SEWREGE
8827,Kech Mati Pora,433,FSM
8828,Hari Pora,917,FSM
8829,Soiteng,2081,DWARTS
8830,Sukhdar,350,FSM
8831,Chandi Lura,730,FSM
8832,Chak Mirza Jamadar,86,FSM
8833,Paimas,2001,DWARTS
8834,Alaw Pora,300,FSM
8835,Solinda,568,FSM
8836,Wara Sangam,738,FSM
8837,Adina,936,FSM
8838,Rakh Haker Mulla,746,FSM
8839,Wahipora,344,FSM
8840,Shah Pora,194,FSM
8841,Pariswani,877,FSM
8842,Zinetrag,478,FSM
8843,Banali,1399,SEWREGE
8844,Treran,2128,DWARTS
8845,Wara Pora,650,FSM
8846,Qasim Bagh (Rakh Suthoo),214,FSM
8847,Garand Kalan,1708,SEWREGE
8848,Now Gam,4123,DWARTS
8849,Moriyan,0,FSM
8850,Wata Magam,750,FSM
8851,Gulmarg,878,FSM
8852,Batu,354,FSM
